Index,Code,Diagram
33,"// SPDX-License-Identifier: GPL-2.0 #include <linux/bpf.h> #include <bpf/bpf_helpers.h>  struct { __uint(type, BPF_MAP_TYPE_ARRAY); __type(key, __u32); __type(value, __u32); __uint(max_entries, 32); } xdp_map SEC("".maps"");  struct value { __u32 testing; __u32 testing2; };  struct { __uint(type, BPF_MAP_TYPE_ARRAY); __type(key, __u32); __type(value, struct value); __uint(max_entries, 32); } map_value SEC("".maps"");  __u32 helping_func(__u32 valiable) { if(valiable * 2 > 500) return valiable; else return 0; }  void updating_map(__u32 *value, struct value *value2) { *value = *value + 1; value2->testing = *value; value2->testing2 = value2->testing * (*value); if(*value > 5) { *value = helping_func(*value); } }  SEC(""xdp"") int xdp_prog(struct xdp_md *ctx) { __u32 data_start = ctx->data; __u32 data_end = ctx->data_end; if(data_end > data_start) { __u32 key = 0; __u32* value = bpf_map_lookup_elem(&xdp_map, &key); struct value *value2 = bpf_map_lookup_elem(&map_value, &key); updating_map(value, value2); } return XDP_DROP; // Drop all packets }  char LICENSE[] SEC(""license"") = ""GPL"";",graph TD A[ <b> xdp_prog </b> <br> ctx -> 8 <br> data_start -> 4 <br> data_end -> 4 <br> key -> 4 + 4 <br> value -> 8 <br> value2 -> 8 <br> Total: 40 ] --> B  B[ <b> updating_map </b> <br> value -> 8 <br> value2 -> 8 <br> Total: 16] --> C  C[ <b> helping_func </b> <br> valiable -> 4 <br> return -> 4 <br> Total: 8]
34,"// SPDX-License-Identifier: GPL-2.0 #include <linux/bpf.h> #include <bpf/bpf_helpers.h>  struct { __uint(type, BPF_MAP_TYPE_ARRAY); __type(key, __u32); __type(value, __u32); __uint(max_entries, 32); } xdp_map SEC("".maps"");  struct value { __u32 testing; __u32 testing2; };  struct { __uint(type, BPF_MAP_TYPE_ARRAY); __type(key, __u32); __type(value, struct value); __uint(max_entries, 32); } map_value SEC("".maps"");  __u32 helping_func(__u32 valiable) { if(valiable * 2 > 500) return valiable; else return 0; }  __u32 second_func(__u32 number) { return number * 10; }  void updating_map(__u32 *value, struct value *value2) { *value = *value + 1; value2->testing = *value; value2->testing2 = value2->testing * (*value); if(*value > 5) { *value = helping_func(*value); } else { value2->testing = second_func(*value); } }  SEC(""xdp"") int xdp_prog(struct xdp_md *ctx) { __u32 data_start = ctx->data; __u32 data_end = ctx->data_end; if(data_end > data_start) { __u32 key = 0; __u32* value = bpf_map_lookup_elem(&xdp_map, &key); struct value *value2 = bpf_map_lookup_elem(&map_value, &key); updating_map(value, value2); } return XDP_DROP; // Drop all packets }  char LICENSE[] SEC(""license"") = ""GPL"";",graph TD A[ <b> xdp_prog </b> <br> ctx -> 8 <br> data_start -> 4 <br> data_end -> 4 <br> key -> 4 + 4 <br> value -> 8 <br> value2 -> 8 <br> Total: 40 ] --> B  B[ <b> updating_map </b> <br> value -> 8 <br> value2 -> 8 <br> Total: 16] --> C B --> D  C[ <b> helping_func </b> <br> valiable -> 4 <br> return -> 4 <br> Total: 8]  D[ <b> second_func </b> <br> number -> 4 <br> Total: 4]
35,"// SPDX-License-Identifier: GPL-2.0 #include <linux/bpf.h> #include <bpf/bpf_helpers.h>  struct { __uint(type, BPF_MAP_TYPE_ARRAY); __type(key, __u32); __type(value, __u32); __uint(max_entries, 32); } xdp_map SEC("".maps"");  struct value { __u32 testing; __u32 testing2; };  struct { __uint(type, BPF_MAP_TYPE_ARRAY); __type(key, __u32); __type(value, struct value); __uint(max_entries, 32); } map_value SEC("".maps"");  __u32 helping_func(__u32 valiable) { if(valiable * 2 > 500) return valiable; else return 0; }  __u32 second_func(__u32 number) { return number * 10; }  void updating_map(__u32 *value, struct value *value2) { *value = *value + 1; value2->testing = *value; value2->testing2 = value2->testing * (*value); if(*value > 5) { *value = helping_func(*value); } else { value2->testing = second_func(*value); } }  SEC(""xdp"") int xdp_prog(struct xdp_md *ctx) { __u32 data_start = ctx->data; __u32 data_end = ctx->data_end; if(data_end > data_start) { __u32 key = 0; __u32* value = bpf_map_lookup_elem(&xdp_map, &key); struct value *value2 = bpf_map_lookup_elem(&map_value, &key); updating_map(value, value2);  helping_func(*value); second_func(value2->testing2); } return XDP_DROP; // Drop all packets }  char LICENSE[] SEC(""license"") = ""GPL"";",graph TD A[ <b> xdp_prog </b> <br> ctx -> 8 <br> data_start -> 4 <br> data_end -> 4 <br> key -> 4 + 4 <br> value -> 8 <br> value2 -> 8 <br> Total: 40 ] --> B A --> C A --> D  B[ <b> updating_map </b> <br> value -> 8 <br> value2 -> 8 <br> Total: 16] --> C B --> D  C[ <b> helping_func </b> <br> valiable -> 4 <br> return -> 4 <br> Total: 8]  D[ <b> second_func </b> <br> number -> 4 <br> Total: 4]
36,"// SPDX-License-Identifier: GPL-2.0 #include <linux/bpf.h> #include <bpf/bpf_helpers.h>  struct { __uint(type, BPF_MAP_TYPE_ARRAY); __type(key, __u32); __type(value, __u32); __uint(max_entries, 32); } xdp_map SEC("".maps"");  struct value { __u32 testing; __u32 testing2; };  struct { __uint(type, BPF_MAP_TYPE_ARRAY); __type(key, __u32); __type(value, struct value); __uint(max_entries, 32); } map_value SEC("".maps"");   __u32 multiply_ten(__u32 number) { return number * 10; }  SEC(""xdp"") int xdp_prog(struct xdp_md *ctx) { __u64 value = 1; __u8 value1 = 2; __u16 value2 = 3; __u8 value3 = 4; __u32 value4 = 5;  __u64 total = value + value1 + value2 + value3 + value4; total = multiply_ten(total);  return XDP_DROP; // Drop all packets }  char LICENSE[] SEC(""license"") = ""GPL"";",graph TD A[ <b> xdp_prog </b> <br> ctx -> 8 <br> value -> 8 <br> value1 -> 1 + 1 <br> value2 -> 2 <br> value3 -> 1 + 3 <br> value4 -> 4 + 4 <br> total -> 8 <br> Total: 40 ] --> B  B[ <b> multiply_ten </b> <br> number -> 4 <br> Total: 4]
37,"// SPDX-License-Identifier: GPL-2.0 #include <linux/bpf.h> #include <bpf/bpf_helpers.h> #include <bpf/bpf_endian.h> #include <linux/if_ether.h>  struct hdr_cursor { void *pos; };   int parse_ethhdr(struct hdr_cursor *nh, void *data_end, struct ethhdr **ethhdr) { struct ethhdr *eth = nh->pos; int hdrsize = sizeof(*eth);  /* Byte-count bounds check; check if current pointer + size of header * is after data_end. */ if (nh->pos + 1 > data_end) return -1;  nh->pos += hdrsize; *ethhdr = eth;  return eth->h_proto; /* network-byte-order */ }  SEC(""xdp"") int xdp_prog(struct xdp_md *ctx) { void *data_end = (void *)(long)ctx->data_end; void *data = (void *)(long)ctx->data; struct ethhdr *eth;  /* Default action XDP_PASS, imply everything we couldn't parse, or that * we don't want to deal with, we just pass up the stack and let the * kernel deal with it. */ __u32 action = XDP_PASS; /* Default action */  /* These keep track of the next header type and iterator pointer */ struct hdr_cursor nh; int nh_type;  /* Start next header cursor position at data start */ nh.pos = data;  /* Packet parsing in steps: Get each header one at a time, aborting if * parsing fails. Each helper function does sanity checking (is the * header type in the packet correct?), and bounds checking. */ nh_type = parse_ethhdr(&nh, data_end, &eth); if (nh_type != bpf_htons(ETH_P_IPV6)) return XDP_DROP;  return XDP_DROP; // Drop all packets }  char LICENSE[] SEC(""license"") = ""GPL"";",graph TD A[ <b> xdp_prog </b> <br> ctx -> 8 <br> data_end -> 8 <br> data -> 8 <br> eth -> 8 <br> action -> 4 + 4 <br> nh -> 8 <br> nh_type -> 4 <br> return -> 4 <br> Total: 60 ] --> B  B[ <b> parse_ethhdr </b> <br> nh -> 8 <br> data_end -> 8 <br> ethhdr -> 8 <br> eth -> 8 <br> hdrsize -> 4 <br> Total: 44]
38,"// SPDX-License-Identifier: GPL-2.0 #include <linux/bpf.h> #include <bpf/bpf_helpers.h> #include <bpf/bpf_endian.h> #include <linux/if_ether.h> #include <linux/ip.h> #include <linux/ipv6.h> #include <linux/icmp.h> #include <linux/icmpv6.h> #include <linux/udp.h> #include <linux/tcp.h>  struct hdr_cursor { void *pos; };   int parse_ethhdr(struct hdr_cursor *nh, void *data_end, struct ethhdr **ethhdr) { struct ethhdr *eth = nh->pos; int hdrsize = sizeof(*eth);  if (nh->pos + 1 > data_end) return -1;  nh->pos += hdrsize; *ethhdr = eth;  return eth->h_proto; }  int parse_ip6hdr(struct hdr_cursor *nh, void *data_end, struct ipv6hdr **ip6hdr) { struct ipv6hdr *ip6h = nh->pos;  if (ip6h + 1 > data_end) return -1;  nh->pos = ip6h + 1; *ip6hdr = ip6h;  return ip6h->nexthdr; }  SEC(""xdp"") int xdp_prog(struct xdp_md *ctx) { void *data_end = (void *)(long)ctx->data_end; void *data = (void *)(long)ctx->data; struct ethhdr *eth;  struct hdr_cursor nh; int nh_type;  nh.pos = data;  nh_type = parse_ethhdr(&nh, data_end, &eth); if (nh_type != bpf_htons(ETH_P_IPV6)) return XDP_DROP;  struct ipv6hdr *ip6h; struct icmp6hdr *icmp6h;  nh_type = parse_ip6hdr(&nh, data_end, &ip6h); if (nh_type != IPPROTO_ICMPV6) return XDP_DROP;   return XDP_DROP; // Drop all packets }  char LICENSE[] SEC(""license"") = ""GPL"";",graph TD A[ <b> xdp_prog </b> <br> ctx -> 8 <br> data_end -> 8 <br> data -> 8 <br> eth -> 8 <br> nh -> 8 <br> nh_type -> 4 + 4 <br> ip6h -> 8 <br> return -> 8 <br> Total: 64 ] --> B A --> C  B[ <b> parse_ethhdr </b> <br> nh -> 8 <br> data_end -> 8 <br> ethhdr -> 8 <br> eth -> 8 <br> hdrsize -> 4 <br> Total: 44]  C[ <b> parse_ip6hdr </b> <br> nh -> 8 <br> data_end -> 8 <br> ip6hdr -> 8 <br> ip6h -> 8 <br> return -> 8 <br> Total: 40]
39,"// SPDX-License-Identifier: GPL-2.0 #include <linux/bpf.h> #include <bpf/bpf_helpers.h> #include <bpf/bpf_endian.h> #include <linux/if_ether.h> #include <linux/ip.h> #include <linux/ipv6.h> #include <linux/icmp.h> #include <linux/icmpv6.h> #include <linux/udp.h> #include <linux/tcp.h>  struct hdr_cursor { void *pos; };  int parse_ethhdr(struct hdr_cursor *nh, void *data_end, struct ethhdr **ethhdr) { struct ethhdr *eth = nh->pos; int hdrsize = sizeof(*eth);  if (nh->pos + 1 > data_end) return -1;  nh->pos += hdrsize; *ethhdr = eth;  return eth->h_proto; }  int parse_ip6hdr(struct hdr_cursor *nh, void *data_end, struct ipv6hdr **ip6hdr) { struct ipv6hdr *ip6h = nh->pos;  if (ip6h + 1 > data_end) return -1;  nh->pos = ip6h + 1; *ip6hdr = ip6h;  return ip6h->nexthdr; }  int parse_icmp6hdr(struct hdr_cursor *nh, void *data_end, struct icmp6hdr **icmp6hdr) { struct icmp6hdr *icmp6h = nh->pos;  if (icmp6h + 1 > data_end) return -1;  nh->pos   = icmp6h + 1; *icmp6hdr = icmp6h;  return icmp6h->icmp6_type; }  SEC(""xdp"") int xdp_prog(struct xdp_md *ctx) { void *data_end = (void *)(long)ctx->data_end; void *data = (void *)(long)ctx->data; struct ethhdr *eth;  struct hdr_cursor nh; int nh_type;  nh.pos = data;  nh_type = parse_ethhdr(&nh, data_end, &eth); if (nh_type != bpf_htons(ETH_P_IPV6)) return XDP_DROP;  struct ipv6hdr *ip6h; struct icmp6hdr *icmp6h;  nh_type = parse_ip6hdr(&nh, data_end, &ip6h); if (nh_type != IPPROTO_ICMPV6) return XDP_DROP;  nh_type = parse_icmp6hdr(&nh, data_end, &icmp6h); if (nh_type != ICMPV6_ECHO_REQUEST) return XDP_DROP;  if (bpf_ntohs(icmp6h->icmp6_sequence) == 0) return XDP_DROP;  return XDP_DROP; // Drop all packets }  char LICENSE[] SEC(""license"") = ""GPL"";",graph TD A[ <b> xdp_prog </b> <br> ctx -> 8 <br> data_end -> 8 <br> data -> 8 <br> eth -> 8 <br> nh -> 8 <br> nh_type -> 4 + 4 <br> ip6h -> 8 <br> icmp6h -> 8 <br> return -> 8 <br> Total: 72 ] --> B A --> C A --> D  B[ <b> parse_ethhdr </b> <br> nh -> 8 <br> data_end -> 8 <br> ethhdr -> 8 <br> eth -> 8 <br> hdrsize -> 4 <br> Total: 44]  C[ <b> parse_ip6hdr </b> <br> nh -> 8 <br> data_end -> 8 <br> ip6hdr -> 8 <br> ip6h -> 8 <br> return -> 8 <br> Total: 40]  D[ <b> parse_icmp6hdr </b> <br> nh -> 8 <br> data_end -> 8 <br> icmp6hdr -> 8 <br> icmp6h -> 8 <br> return -> 8 <br> Total: 40]
40,"// SPDX-License-Identifier: GPL-2.0 #include <linux/bpf.h> #include <bpf/bpf_helpers.h> #include <bpf/bpf_endian.h> #include <linux/if_ether.h> #include <linux/ip.h> #include <linux/ipv6.h> #include <linux/icmp.h> #include <linux/icmpv6.h> #include <linux/udp.h> #include <linux/tcp.h>  struct hdr_cursor { void *pos; };   int parse_ethhdr(struct hdr_cursor *nh, void *data_end, struct ethhdr **ethhdr) { struct ethhdr *eth = nh->pos; int hdrsize = sizeof(*eth);  if (nh->pos + 1 > data_end) return -1;  nh->pos += hdrsize; *ethhdr = eth;  return eth->h_proto; }   int parse_iphdr(struct hdr_cursor *nh, void *data_end, struct iphdr **iphdr) { struct iphdr *iph = nh->pos; int hdrsize;  if (iph + 1 > data_end) return -1;  hdrsize = iph->ihl * 4;  if(hdrsize < sizeof(*iph)) return -1;  if (nh->pos + hdrsize > data_end) return -1;  nh->pos += hdrsize; *iphdr = iph;  return iph->protocol; }   SEC(""xdp"") int xdp_prog(struct xdp_md *ctx) { void *data_end = (void *)(long)ctx->data_end; void *data = (void *)(long)ctx->data; struct ethhdr *eth;  struct hdr_cursor nh; int nh_type;  nh.pos = data;  nh_type = parse_ethhdr(&nh, data_end, &eth); if (nh_type != bpf_htons(ETH_P_IPV6)) return XDP_DROP;  struct iphdr *iph; struct icmphdr *icmph;  nh_type = parse_iphdr(&nh, data_end, &iph); if (nh_type != 0) return XDP_DROP;   return XDP_DROP; }  char LICENSE[] SEC(""license"") = ""GPL"";",graph TD A[ <b> xdp_prog </b> <br> ctx -> 8 <br> data_end -> 8 <br> data -> 8 <br> eth -> 8 <br> nh -> 8 <br> nh_type -> 4 + 4 <br> iph -> 8 <br> return -> 8 <br> Total: 64 ] --> B A --> C  B[ <b> parse_ethhdr </b> <br> nh -> 8 <br> data_end -> 8 <br> ethhdr -> 8 <br> eth -> 8 <br> hdrsize -> 4 <br> Total: 44]  C[ <b> parse_iphdr </b> <br> nh -> 8 <br> data_end -> 8 <br> iphdr -> 8 <br> iph -> 8 <br> hdrsize -> 4 <br> return -> 8 <br> Total: 44]
41,"// SPDX-License-Identifier: GPL-2.0 #include <linux/bpf.h> #include <bpf/bpf_helpers.h> #include <bpf/bpf_endian.h> #include <linux/if_ether.h> #include <linux/ip.h> #include <linux/ipv6.h> #include <linux/icmp.h> #include <linux/icmpv6.h> #include <linux/udp.h> #include <linux/tcp.h>  struct hdr_cursor { void *pos; };   int parse_ethhdr(struct hdr_cursor *nh, void *data_end, struct ethhdr **ethhdr) { struct ethhdr *eth = nh->pos; int hdrsize = sizeof(*eth);  if (nh->pos + 1 > data_end) return -1;  nh->pos += hdrsize; *ethhdr = eth;  return eth->h_proto; }   int parse_iphdr(struct hdr_cursor *nh, void *data_end, struct iphdr **iphdr) { struct iphdr *iph = nh->pos; int hdrsize;  if (iph + 1 > data_end) return -1;  hdrsize = iph->ihl * 4;  if(hdrsize < sizeof(*iph)) return -1;  if (nh->pos + hdrsize > data_end) return -1;  nh->pos += hdrsize; *iphdr = iph;  return iph->protocol; }  int parse_icmphdr(struct hdr_cursor *nh, void *data_end, struct icmphdr **icmphdr) { struct icmphdr *icmph = nh->pos;  if (icmph + 1 > data_end) return -1;  nh->pos  = icmph + 1; *icmphdr = icmph;  return icmph->type; }   SEC(""xdp"") int xdp_prog(struct xdp_md *ctx) { void *data_end = (void *)(long)ctx->data_end; void *data = (void *)(long)ctx->data; struct ethhdr *eth;  struct hdr_cursor nh; int nh_type;  nh.pos = data;  nh_type = parse_ethhdr(&nh, data_end, &eth); if (nh_type != bpf_htons(ETH_P_IPV6)) return XDP_DROP;  struct iphdr *iph; struct icmphdr *icmph;  nh_type = parse_iphdr(&nh, data_end, &iph); if (nh_type != 0) return XDP_DROP;  nh_type = parse_icmphdr(&nh, data_end, &icmph); if (nh_type != ICMP_ECHO) return XDP_DROP;  return XDP_DROP; }  char LICENSE[] SEC(""license"") = ""GPL"";",graph TD A[ <b> xdp_prog </b> <br> ctx -> 8 <br> data_end -> 8 <br> data -> 8 <br> eth -> 8 <br> nh -> 8 <br> nh_type -> 4 + 4 <br> iph -> 8 <br> icmph -> 8 <br> return -> 8 <br> Total: 72 ] --> B A --> C A --> D  B[ <b> parse_ethhdr </b> <br> nh -> 8 <br> data_end -> 8 <br> ethhdr -> 8 <br> eth -> 8 <br> hdrsize -> 4 <br> Total: 44]  C[ <b> parse_iphdr </b> <br> nh -> 8 <br> data_end -> 8 <br> iphdr -> 8 <br> iph -> 8 <br> hdrsize -> 4 <br> return -> 8 <br> Total: 44]  D[ <b> parse_icmphdr </b> <br> nh -> 8 <br> data_end -> 8 <br> icmphdr -> 8 <br> icmph -> 8 <br> return -> 8 <br> Total: 40]
42,"// SPDX-License-Identifier: GPL-2.0 #include <linux/bpf.h> #include <bpf/bpf_helpers.h> #include <bpf/bpf_endian.h> #include <linux/if_ether.h> #include <linux/ip.h> #include <linux/ipv6.h> #include <linux/icmp.h> #include <linux/icmpv6.h> #include <linux/udp.h> #include <linux/tcp.h>  struct hdr_cursor { void *pos; };   int parse_ethhdr(struct hdr_cursor *nh, void *data_end, struct ethhdr **ethhdr) { struct ethhdr *eth = nh->pos; int hdrsize = sizeof(*eth);  if (nh->pos + 1 > data_end) return -1;  nh->pos += hdrsize; *ethhdr = eth;  return eth->h_proto; }   int parse_iphdr(struct hdr_cursor *nh, void *data_end, struct iphdr **iphdr) { struct iphdr *iph = nh->pos; int hdrsize;  if (iph + 1 > data_end) return -1;  hdrsize = iph->ihl * 4;  if(hdrsize < sizeof(*iph)) return -1;  if (nh->pos + hdrsize > data_end) return -1;  nh->pos += hdrsize; *iphdr = iph;  return iph->protocol; }  void swap_src_dst_mac(struct ethhdr *eth) { __u8 h_tmp[ETH_ALEN];  __builtin_memcpy(h_tmp, eth->h_source, ETH_ALEN); __builtin_memcpy(eth->h_source, eth->h_dest, ETH_ALEN); __builtin_memcpy(eth->h_dest, h_tmp, ETH_ALEN); }   SEC(""xdp"") int xdp_prog(struct xdp_md *ctx) { void *data_end = (void *)(long)ctx->data_end; void *data = (void *)(long)ctx->data; struct ethhdr *eth;  struct hdr_cursor nh; int nh_type;  nh.pos = data;  nh_type = parse_ethhdr(&nh, data_end, &eth); if (nh_type != bpf_htons(ETH_P_IPV6)) return XDP_DROP;  struct iphdr *iph;  nh_type = parse_iphdr(&nh, data_end, &iph); if (nh_type != 0) return XDP_DROP;  swap_src_dst_mac(eth);  return XDP_DROP; }  char LICENSE[] SEC(""license"") = ""GPL"";",graph TD A[ <b> xdp_prog </b> <br> ctx -> 8 <br> data_end -> 8 <br> data -> 8 <br> eth -> 8 <br> nh -> 8 <br> nh_type -> 4 + 4 <br> iph -> 8 <br> return -> 8 <br> Total: 64 ] --> B A --> C A --> D  B[ <b> parse_ethhdr </b> <br> nh -> 8 <br> data_end -> 8 <br> ethhdr -> 8 <br> eth -> 8 <br> hdrsize -> 4 <br> Total: 44]  C[ <b> parse_iphdr </b> <br> nh -> 8 <br> data_end -> 8 <br> iphdr -> 8 <br> iph -> 8 <br> hdrsize -> 4 <br> return -> 8 <br> Total: 44]  D[ <b> swap_src_dst_mac </b> <br> eth -> 8 <br> h_tmp -> 8 <br> Total: 16]
43,"// SPDX-License-Identifier: GPL-2.0 #include <linux/bpf.h> #include <bpf/bpf_helpers.h> #include <bpf/bpf_endian.h> #include <linux/if_ether.h> #include <linux/ip.h> #include <linux/ipv6.h> #include <linux/icmp.h> #include <linux/icmpv6.h> #include <linux/udp.h> #include <linux/tcp.h>  struct hdr_cursor { void *pos; };   int parse_ethhdr(struct hdr_cursor *nh, void *data_end, struct ethhdr **ethhdr) { struct ethhdr *eth = nh->pos; int hdrsize = sizeof(*eth);  if (nh->pos + 1 > data_end) return -1;  nh->pos += hdrsize; *ethhdr = eth;  return eth->h_proto; }   int parse_iphdr(struct hdr_cursor *nh, void *data_end, struct iphdr **iphdr) { struct iphdr *iph = nh->pos; int hdrsize;  if (iph + 1 > data_end) return -1;  hdrsize = iph->ihl * 4;  if(hdrsize < sizeof(*iph)) return -1;  if (nh->pos + hdrsize > data_end) return -1;  nh->pos += hdrsize; *iphdr = iph;  return iph->protocol; }  void swap_src_dst_mac(struct ethhdr *eth) { __u8 h_tmp[ETH_ALEN];  __builtin_memcpy(h_tmp, eth->h_source, ETH_ALEN); __builtin_memcpy(eth->h_source, eth->h_dest, ETH_ALEN); __builtin_memcpy(eth->h_dest, h_tmp, ETH_ALEN); }  void swap_src_dst_ipv4(struct iphdr *iphdr) { __be32 tmp = iphdr->saddr;  iphdr->saddr = iphdr->daddr; iphdr->daddr = tmp; }   SEC(""xdp"") int xdp_prog(struct xdp_md *ctx) { void *data_end = (void *)(long)ctx->data_end; void *data = (void *)(long)ctx->data; struct ethhdr *eth;  struct hdr_cursor nh; int nh_type;  nh.pos = data;  nh_type = parse_ethhdr(&nh, data_end, &eth); if (nh_type != bpf_htons(ETH_P_IPV6)) return XDP_DROP;  struct iphdr *iph;  nh_type = parse_iphdr(&nh, data_end, &iph); if (nh_type != 0) return XDP_DROP;  swap_src_dst_mac(eth);  swap_src_dst_ipv4(iph);  return XDP_DROP; }  char LICENSE[] SEC(""license"") = ""GPL"";",graph TD A[ <b> xdp_prog </b> <br> ctx -> 8 <br> data_end -> 8 <br> data -> 8 <br> eth -> 8 <br> nh -> 8 <br> nh_type -> 4 + 4 <br> iph -> 8 <br> return -> 8 <br> Total: 64 ] --> B A --> C A --> D A --> E  B[ <b> parse_ethhdr </b> <br> nh -> 8 <br> data_end -> 8 <br> ethhdr -> 8 <br> eth -> 8 <br> hdrsize -> 4 <br> Total: 44]  C[ <b> parse_iphdr </b> <br> nh -> 8 <br> data_end -> 8 <br> iphdr -> 8 <br> iph -> 8 <br> hdrsize -> 4 <br> return -> 8 <br> Total: 44]  D[ <b> swap_src_dst_mac </b> <br> eth -> 8 <br> h_tmp -> 8 <br> Total: 16]  E[ <b> swap_src_dst_ipv4 </b> <br> iphdr -> 8 <br> tmp -> 4 <br> Total: 12]
44,"/* SPDX-License-Identifier: GPL-2.0 */  #include <linux/bpf.h>  #include <bpf/bpf_helpers.h>  struct { __uint(type, BPF_MAP_TYPE_XSKMAP); __type(key, __u32); __type(value, __u32); __uint(max_entries, 64); } xsks_map SEC("".maps"");  struct { __uint(type, BPF_MAP_TYPE_PERCPU_ARRAY); __type(key, __u32); __type(value, __u32); __uint(max_entries, 64); } xdp_stats_map SEC("".maps"");  SEC(""xdp"") int xdp_prog(struct xdp_md *ctx) { int index = ctx->rx_queue_index; __u32 *pkt_count;  pkt_count = bpf_map_lookup_elem(&xdp_stats_map, &index); if (pkt_count) {  /* We pass every other packet */ if ((*pkt_count)++ & 1) return XDP_PASS; }  /* A set entry here means that the correspnding queue_id * has an active AF_XDP socket bound to it. */ if (bpf_map_lookup_elem(&xsks_map, &index)) return bpf_redirect_map(&xsks_map, index, 0);  return XDP_PASS; }  char _license[] SEC(""license"") = ""GPL"";",graph TD A[ <b> xdp_prog </b> <br> ctx -> 8 <br> index -> 4 + 4 <br> pkt_count -> 8 <br> return -> 8 <br> Total: 32 ]
45,"/* SPDX-License-Identifier: GPL-2.0 */ #include <linux/bpf.h> #include <linux/in.h> #include <bpf/bpf_helpers.h> #include <linux/if_ether.h> #include <linux/ip.h> #include <linux/tcp.h> #include <bpf/bpf_helpers.h> #include <bpf/bpf_endian.h>  #define MAX_NUMBER_CORES 8  struct { __uint(type, BPF_MAP_TYPE_ARRAY); __type(key, __u32); __type(value, __u64); __uint(max_entries, MAX_NUMBER_CORES); } common_array SEC("".maps"");  struct info { __u64 latency; __u64 counter; };  struct { __uint(type, BPF_MAP_TYPE_ARRAY); __type(key, __u32); __type(value, struct info); __uint(max_entries, MAX_NUMBER_CORES); } info_array SEC("".maps"");  int update_info (__u64 arrival_time, __u64 finish_time, int key_cpu) { struct info *value = bpf_map_lookup_elem(&info_array, &key_cpu); if(!value) return 0;  struct info new_value; new_value.latency = value->latency + (finish_time - arrival_time); new_value.counter = value->counter + 1; bpf_map_update_elem(&info_array, &key_cpu, &new_value, BPF_ANY);  return 1; }   int lookup_map (int key, void * map_pointer) { __u64 * value = bpf_map_lookup_elem(map_pointer, &key);  if(!value) return 0;  *value += 1;  return 1; }   SEC(""xdp"") int  xdp_prog(struct xdp_md *ctx) { __u32 cpu = bpf_get_smp_processor_id();  __u64 arrival_time = bpf_ktime_get_ns();  lookup_map(cpu, &common_array);  __u64 finish_time = bpf_ktime_get_ns(); if(!update_info(arrival_time, finish_time, cpu)) { bpf_printk(""Error while looking up timer map""); }  return XDP_DROP; }  char _license[] SEC(""license"") = ""GPL"";",graph TD A[ <b> xdp_prog </b> <br> ctx -> 8 <br> cpu -> 4 + 4 <br> arrival_time -> 8 <br> finish_time -> 8 <br> Error while looking up timer map -> 40 <br> Total: 72 ] --> B A --> C  B[ <b> lookup_map </b> <br> key -> 4 <br> map_pointer -> 8 <br> value -> 8 <br> return -> 4 <br> Total: 24]  C[ <b> update_info </b> <br> arrival_time -> 8 <br> finish_time -> 8 <br> key_cpu -> 4 + 4 <br> value -> 8 <br> new_value -> 16 <br> return -> 8 <br> Total: 56]
46,"/* SPDX-License-Identifier: GPL-2.0 */ #include <linux/bpf.h> #include <linux/in.h> #include <bpf/bpf_helpers.h> #include <linux/if_ether.h> #include <linux/ip.h> #include <linux/tcp.h> #include <bpf/bpf_helpers.h> #include <bpf/bpf_endian.h>  #define MAX_NUMBER_CORES 8  struct { __uint(type, BPF_MAP_TYPE_ARRAY); __type(key, __u32); __type(value, __u64); __uint(max_entries, MAX_NUMBER_CORES); } common_array SEC("".maps"");  struct info { __u64 latency; __u64 counter; };  struct { __uint(type, BPF_MAP_TYPE_ARRAY); __type(key, __u32); __type(value, struct info); __uint(max_entries, MAX_NUMBER_CORES); } info_array SEC("".maps"");  int update_info (__u64 arrival_time, __u64 finish_time, int key_cpu) { struct info *value = bpf_map_lookup_elem(&info_array, &key_cpu); if(!value) return 0;  struct info new_value; new_value.latency = value->latency + (finish_time - arrival_time); new_value.counter = value->counter + 1; bpf_map_update_elem(&info_array, &key_cpu, &new_value, BPF_ANY);  return 1; }   int lookup_map (int key, void * map_pointer) { __u64 * value = bpf_map_lookup_elem(map_pointer, &key);  if(!value) return 0;  *value += 1;  return 1; }  __u32 get_and_check_cpu_id() { __u32 cpu = bpf_get_smp_processor_id(); if(cpu >= 10) cpu -= 10; return cpu; }   SEC(""xdp"") int  xdp_prog(struct xdp_md *ctx) { __u32 cpu = get_and_check_cpu_id();  __u64 arrival_time = bpf_ktime_get_ns();  lookup_map(cpu, &common_array);  __u64 finish_time = bpf_ktime_get_ns(); if(!update_info(arrival_time, finish_time, cpu)) { return XDP_DROP; }  return XDP_DROP; }  char _license[] SEC(""license"") = ""GPL"";",graph TD A[ <b> xdp_prog </b> <br> ctx -> 8 <br> cpu -> 4 + 4 <br> arrival_time -> 8 <br> finish_time -> 8 <br> return -> 8 <br> Total: 40 ] --> B A --> C A --> D  B[ <b> get_and_check_cpu_id </b> <br> cpu -> 4 <br> Total: 4]  C[ <b> lookup_map </b> <br> key -> 4 <br> map_pointer -> 8 <br> value -> 8 <br> return -> 4 <br> Total: 24]  D[ <b> update_info </b> <br> arrival_time -> 8 <br> finish_time -> 8 <br> key_cpu -> 4 + 4 <br> value -> 8 <br> new_value -> 16 <br> return -> 8 <br> Total: 56]
